BCD_Cumulative_Rainfall_per_Event,BLN_Cumulative_Rainfall_per_Event,BLO_Cumulative_Rainfall_per_Event,SCH_Cumulative_Rainfall_per_Event,date_hour,discharge,gage_height,NAVD88 ft,flood_stage,Total_Cumulative_Event_Rainfall,new_event,event_hours,is_peak,pre_peak_hours,post_peak_hours,pre_peak_cumulative_rain,post_peak_cumulative_rain,pre_peak_intensity,post_peak_intensity,flood_category,time_from_start
0.0033333333333335,0.0066666666666668,0.1025000000000003,0.0066666666666668,2016-03-04 18:00:00,82.4,3.92,233.98,No Flooding,0.1191666666666673,9970.0,10.0,False,-1.0,11.0,0.0,0.1191666666666673,-0.0,0.0108333333333333,Minor Flooding,10.0
0.0299999999999999,0.0124999999999998,0.1183333333333334,0.0124999999999998,2016-03-04 20:00:00,86.7,3.96,234.02,No Flooding,0.1733333333333329,9970.0,11.0,False,-1.0,12.0,0.0,0.1733333333333329,-0.0,0.0144444444444444,Minor Flooding,11.0
0.0058333333333333,0.01,0.1241666666666668,0.01,2016-03-04 21:00:00,92.2,4.01,234.07,No Flooding,0.1500000000000001,9970.0,12.0,False,-1.0,13.0,0.0,0.1500000000000001,-0.0,0.0115384615384615,Minor Flooding,12.0
0.0166666666666666,0.0066666666666668,0.1374999999999998,0.0066666666666668,2016-03-04 22:00:00,114.0,4.19,234.25,No Flooding,0.1674999999999999,9970.0,13.0,False,-1.0,14.0,0.0,0.1674999999999999,-0.0,0.0119642857142857,Minor Flooding,13.0
0.0,0.0,0.1433333333333332,0.0,2016-03-04 23:00:00,119.0,4.23,234.29,No Flooding,0.1433333333333332,9970.0,14.0,False,-1.0,15.0,0.0,0.1433333333333332,-0.0,0.0095555555555555,Minor Flooding,14.0
0.0,0.0,0.1524999999999998,0.0,2016-03-05 00:00:00,134.0,4.36,234.42,No Flooding,0.1524999999999998,9970.0,15.0,False,-1.0,16.0,0.0,0.1524999999999998,-0.0,0.0095312499999999,Minor Flooding,15.0
0.0066666666666668,0.0099999999999997,0.1800000000000003,0.0099999999999997,2016-03-05 01:00:00,158.0,4.57,234.63,No Flooding,0.2066666666666665,9970.0,16.0,False,-1.0,17.0,0.0,0.2066666666666665,-0.0,0.012156862745098,Minor Flooding,16.0
0.0033333333333332,0.01,0.1974999999999997,0.01,2016-03-05 02:00:00,188.0,4.82,234.88,No Flooding,0.2208333333333329,9970.0,17.0,False,-1.0,18.0,0.0,0.2208333333333329,-0.0,0.0122685185185184,Minor Flooding,17.0
0.0033333333333332,0.0033333333333332,0.206666666666667,0.0033333333333332,2016-03-05 03:00:00,230.0,5.11,235.17,No Flooding,0.2166666666666666,9970.0,18.0,False,-1.0,19.0,0.0,0.2166666666666666,-0.0,0.0114035087719298,Minor Flooding,18.0
0.0099999999999997,0.0091666666666666,0.2100000000000002,0.0091666666666666,2016-03-05 04:00:00,238.0,5.15,235.21,No Flooding,0.2383333333333331,9970.0,19.0,False,-1.0,20.0,0.0,0.2383333333333331,-0.0,0.0119166666666666,Minor Flooding,19.0
0.0100000000000003,0.0133333333333333,0.2133333333333335,0.0133333333333333,2016-03-05 05:00:00,224.0,5.04,235.1,No Flooding,0.2500000000000004,9970.0,20.0,False,-1.0,21.0,0.0,0.2500000000000004,-0.0,0.0119047619047619,Minor Flooding,20.0
0.0091666666666666,0.0066666666666668,0.218333333333333,0.0066666666666668,2016-03-05 06:00:00,226.0,5.04,235.1,No Flooding,0.2408333333333331,9970.0,21.0,False,-1.0,22.0,0.0,0.2408333333333331,-0.0,0.0109469696969696,Minor Flooding,21.0
0.0099999999999997,0.0133333333333333,0.2291666666666666,0.0133333333333333,2016-03-05 07:00:00,267.0,5.28,235.34,No Flooding,0.2658333333333329,9970.0,22.0,False,-1.0,23.0,0.0,0.2658333333333329,-0.0,0.0115579710144927,Minor Flooding,22.0
0.0166666666666669,0.0133333333333333,0.2474999999999999,0.0133333333333333,2016-03-05 08:00:00,307.0,5.47,235.53,No Flooding,0.2908333333333334,9970.0,23.0,False,-1.0,24.0,0.0,0.2908333333333334,-0.0,0.0121180555555555,Minor Flooding,23.0
0.0066666666666665,0.0091666666666666,0.2758333333333335,0.0091666666666666,2016-03-05 09:00:00,412.0,5.92,235.98,No Flooding,0.3008333333333332,9970.0,24.0,False,-1.0,25.0,0.0,0.3008333333333332,-0.0,0.0120333333333333,Minor Flooding,24.0
0.0033333333333332,0.0066666666666665,0.3150000000000001,0.0066666666666665,2016-03-05 10:00:00,563.0,6.34,236.4,No Flooding,0.3316666666666663,9970.0,25.0,False,-1.0,26.0,0.0,0.3316666666666663,-0.0,0.0127564102564102,Minor Flooding,25.0
0.0033333333333332,0.0,0.3291666666666669,0.0,2016-03-05 11:00:00,679.0,6.61,236.67,No Flooding,0.3325000000000001,9970.0,26.0,False,-1.0,27.0,0.0,0.3325000000000001,-0.0,0.0123148148148148,Minor Flooding,26.0
0.0033333333333332,0.0066666666666668,0.3433333333333331,0.0066666666666668,2016-03-05 12:00:00,791.0,6.83,236.89,No Flooding,0.3599999999999999,9970.0,27.0,False,-1.0,28.0,0.0,0.3599999999999999,-0.0,0.0128571428571428,Minor Flooding,27.0
0.0025,0.0133333333333333,0.345,0.0133333333333333,2016-03-05 13:00:00,1090.0,7.53,237.59,No Flooding,0.3741666666666666,9970.0,28.0,False,-1.0,29.0,0.0,0.3741666666666666,-0.0,0.0129022988505747,Minor Flooding,28.0
0.0033333333333332,0.0066666666666665,0.3733333333333337,0.0066666666666665,2016-03-05 14:00:00,1230.0,7.82,237.88,No Flooding,0.3899999999999998,9970.0,29.0,False,-1.0,30.0,0.0,0.3899999999999998,-0.0,0.0129999999999999,Minor Flooding,29.0
0.0200000000000001,0.0224999999999999,0.4150000000000003,0.0224999999999999,2016-03-05 15:00:00,1230.0,7.81,237.87,No Flooding,0.4800000000000002,9970.0,30.0,False,-1.0,31.0,0.0,0.4800000000000002,-0.0,0.0154838709677419,Minor Flooding,30.0
0.0200000000000001,0.0266666666666666,0.4474999999999998,0.0266666666666666,2016-03-05 16:00:00,1340.0,8.02,238.08,No Flooding,0.520833333333333,9970.0,31.0,False,-1.0,32.0,0.0,0.520833333333333,-0.0,0.0162760416666666,Minor Flooding,31.0
0.0224999999999996,0.0224999999999999,0.4841666666666668,0.0224999999999999,2016-03-05 17:00:00,1760.0,8.81,238.87,No Flooding,0.5516666666666662,9970.0,32.0,False,-1.0,33.0,0.0,0.5516666666666662,-0.0,0.0167171717171717,Minor Flooding,32.0
0.0224999999999996,0.0066666666666668,0.5274999999999999,0.0066666666666668,2016-03-05 18:00:00,2750.0,10.58,240.64,No Flooding,0.5633333333333331,9970.0,33.0,False,-1.0,34.0,0.0,0.5633333333333331,-0.0,0.0165686274509803,Minor Flooding,33.0
0.0100000000000003,0.0,0.5766666666666668,0.0,2016-03-05 19:00:00,4080.0,12.57,242.63,No Flooding,0.5866666666666671,9970.0,34.0,False,-1.0,35.0,0.0,0.5866666666666671,-0.0,0.0167619047619047,Minor Flooding,34.0
0.0233333333333334,0.0166666666666666,0.6266666666666669,0.0166666666666666,2016-03-05 20:00:00,5570.0,14.4,244.46,Action,0.6833333333333336,9970.0,35.0,False,-1.0,36.0,0.0,0.6833333333333336,-0.0,0.0189814814814814,Minor Flooding,35.0
0.0358333333333333,0.0200000000000001,0.6549999999999999,0.0200000000000001,2016-03-05 21:00:00,8040.0,16.73,246.79,Minor Flooding,0.7308333333333334,9970.0,36.0,False,-1.0,37.0,0.0,0.7308333333333334,-0.0,0.0197522522522522,Minor Flooding,36.0
0.0358333333333333,0.0291666666666664,0.6616666666666665,0.0291666666666664,2016-03-05 22:00:00,10800.0,18.87,248.93,Minor Flooding,0.7558333333333327,9970.0,37.0,False,-1.0,38.0,0.0,0.7558333333333327,-0.0,0.0198903508771929,Minor Flooding,37.0
0.0266666666666666,0.0200000000000001,0.6741666666666669,0.0200000000000001,2016-03-05 23:00:00,11600.0,19.46,249.52,Minor Flooding,0.7408333333333338,9970.0,38.0,True,0.0,38.0,0.7408333333333338,0.7408333333333338,0.7408333333333338,0.0194956140350877,Minor Flooding,38.0
0.0424999999999998,0.0524999999999999,0.6824999999999998,0.0524999999999999,2016-03-06 00:00:00,11200.0,19.21,249.27,Minor Flooding,0.8299999999999993,9970.0,39.0,False,0.0,39.0,0.8299999999999993,0.8299999999999993,0.8299999999999993,0.0212820512820512,Minor Flooding,39.0
0.0358333333333333,0.0224999999999999,0.6824999999999998,0.0224999999999999,2016-03-06 01:00:00,9140.0,17.61,247.67,Minor Flooding,0.7633333333333329,9970.0,40.0,False,0.0,40.0,0.7633333333333329,0.7633333333333329,0.7633333333333329,0.0190833333333333,Minor Flooding,40.0
0.0391666666666665,0.0333333333333332,0.6875,0.0333333333333332,2016-03-06 02:00:00,6940.0,15.69,245.75,Action,0.7933333333333329,9970.0,41.0,False,0.0,41.0,0.7933333333333329,0.7933333333333329,0.7933333333333329,0.0193495934959349,Minor Flooding,41.0
0.0333333333333332,0.0358333333333333,0.6875,0.0358333333333333,2016-03-06 03:00:00,5410.0,14.12,244.18,Action,0.7924999999999998,9970.0,42.0,False,0.0,42.0,0.7924999999999998,0.7924999999999998,0.7924999999999998,0.0188690476190476,Minor Flooding,42.0
0.0158333333333337,0.0133333333333333,0.6875,0.0133333333333333,2016-03-06 04:00:00,4430.0,12.9,242.96,No Flooding,0.7300000000000003,9970.0,43.0,False,0.0,43.0,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.0169767441860465,Minor Flooding,43.0
0.0,0.0058333333333333,0.6891666666666669,0.0058333333333333,2016-03-06 05:00:00,3830.0,12.08,242.14,No Flooding,0.7008333333333334,9970.0,44.0,False,0.0,44.0,0.7008333333333334,0.7008333333333334,0.7008333333333334,0.0159280303030303,Minor Flooding,44.0
0.0066666666666665,0.0166666666666669,0.6891666666666669,0.0166666666666669,2016-03-06 06:00:00,3380.0,11.43,241.49,No Flooding,0.7291666666666673,9970.0,45.0,False,0.0,45.0,0.7291666666666673,0.7291666666666673,0.7291666666666673,0.0162037037037037,Minor Flooding,45.0
0.0066666666666665,0.0033333333333332,0.6891666666666669,0.0033333333333332,2016-03-06 07:00:00,2990.0,10.82,240.88,No Flooding,0.7024999999999998,9970.0,46.0,False,0.0,46.0,0.7024999999999998,0.7024999999999998,0.7024999999999998,0.0152717391304347,Minor Flooding,46.0
0.0033333333333332,0.0,0.6891666666666669,0.0,2016-03-06 08:00:00,2740.0,10.36,240.42,No Flooding,0.6925000000000001,9970.0,47.0,False,0.0,47.0,0.6925000000000001,0.6925000000000001,0.6925000000000001,0.0147340425531914,Minor Flooding,47.0
0.0,0.0033333333333332,0.6891666666666669,0.0033333333333332,2016-03-06 09:00:00,2500.0,9.9,239.96,No Flooding,0.6958333333333333,9970.0,48.0,False,0.0,48.0,0.6958333333333333,0.6958333333333333,0.6958333333333333,0.0144965277777777,Minor Flooding,48.0
0.0,0.0,0.6891666666666669,0.0,2016-03-06 10:00:00,2280.0,9.49,239.55,No Flooding,0.6891666666666669,9970.0,49.0,False,0.0,49.0,0.6891666666666669,0.6891666666666669,0.6891666666666669,0.0140646258503401,Minor Flooding,49.0
0.0,0.0,0.6908333333333333,0.0,2016-03-06 11:00:00,2070.0,9.16,239.22,No Flooding,0.6908333333333333,9970.0,50.0,False,0.0,50.0,0.6908333333333333,0.6908333333333333,0.6908333333333333,0.0138166666666666,Minor Flooding,50.0
0.0,0.0,0.6908333333333333,0.0,2016-03-06 12:00:00,1910.0,8.9,238.96,No Flooding,0.6908333333333333,9970.0,51.0,False,0.0,51.0,0.6908333333333333,0.6908333333333333,0.6908333333333333,0.0135457516339869,Minor Flooding,51.0
0.0,0.0,0.6908333333333333,0.0,2016-03-06 13:00:00,1750.0,8.61,238.67,No Flooding,0.6908333333333333,9970.0,52.0,False,0.0,52.0,0.6908333333333333,0.6908333333333333,0.6908333333333333,0.0132852564102564,Minor Flooding,52.0
0.0,0.0033333333333332,0.6908333333333333,0.0033333333333332,2016-03-06 14:00:00,1610.0,8.37,238.43,No Flooding,0.6974999999999997,9970.0,53.0,False,0.0,53.0,0.6974999999999997,0.6974999999999997,0.6974999999999997,0.0131603773584905,Minor Flooding,53.0
0.0,0.0,0.6908333333333333,0.0,2016-03-06 15:00:00,1510.0,8.17,238.23,No Flooding,0.6908333333333333,9970.0,54.0,False,0.0,54.0,0.6908333333333333,0.6908333333333333,0.6908333333333333,0.0127932098765432,Minor Flooding,54.0
0.0,0.0033333333333332,0.6908333333333333,0.0033333333333332,2016-03-06 16:00:00,1410.0,7.98,238.04,No Flooding,0.6974999999999997,9970.0,55.0,False,0.0,55.0,0.6974999999999997,0.6974999999999997,0.6974999999999997,0.0126818181818181,Minor Flooding,55.0
0.0033333333333332,0.0,0.6908333333333333,0.0,2016-03-06 17:00:00,1310.0,7.77,237.83,No Flooding,0.6941666666666665,9970.0,56.0,False,0.0,56.0,0.6941666666666665,0.6941666666666665,0.6941666666666665,0.0123958333333333,Minor Flooding,56.0
0.0033333333333332,0.0,0.6950000000000003,0.0,2016-03-06 18:00:00,1240.0,7.63,237.69,No Flooding,0.6983333333333335,9970.0,57.0,False,0.0,57.0,0.6983333333333335,0.6983333333333335,0.6983333333333335,0.012251461988304,Minor Flooding,57.0
0.0,0.0,0.6991666666666667,0.0,2016-03-06 19:00:00,1180.0,7.49,237.55,No Flooding,0.6991666666666667,9970.0,58.0,False,0.0,58.0,0.6991666666666667,0.6991666666666667,0.6991666666666667,0.0120545977011494,Minor Flooding,58.0
0.0,0.0,0.7324999999999999,0.0,2016-03-06 20:00:00,1130.0,7.39,237.45,No Flooding,0.7324999999999999,9970.0,59.0,False,0.0,59.0,0.7324999999999999,0.7324999999999999,0.7324999999999999,0.0124152542372881,Minor Flooding,59.0
0.0,0.0,0.7675000000000001,0.0,2016-03-06 21:00:00,1230.0,7.6,237.66,No Flooding,0.7675000000000001,9970.0,60.0,False,0.0,60.0,0.7675000000000001,0.7675000000000001,0.7675000000000001,0.0127916666666666,Minor Flooding,60.0
0.0,0.0,0.8066666666666666,0.0,2016-03-06 22:00:00,1490.0,8.13,238.19,No Flooding,0.8066666666666666,9970.0,61.0,False,0.0,61.0,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.0132240437158469,Minor Flooding,61.0
0.0,0.0,0.8266666666666668,0.0,2016-03-06 23:00:00,1930.0,8.92,238.98,No Flooding,0.8266666666666668,9970.0,62.0,False,0.0,62.0,0.8266666666666668,0.8266666666666668,0.8266666666666668,0.0133333333333333,Minor Flooding,62.0
0.0,0.0,0.8658333333333333,0.0,2016-03-07 00:00:00,2550.0,10.01,240.07,No Flooding,0.8658333333333333,9970.0,63.0,False,0.0,63.0,0.8658333333333333,0.8658333333333333,0.8658333333333333,0.0137433862433862,Minor Flooding,63.0
0.0066666666666671,0.0,0.8833333333333333,0.0,2016-03-07 01:00:00,3080.0,10.97,241.03,No Flooding,0.8900000000000005,9970.0,64.0,False,0.0,64.0,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.01390625,Minor Flooding,64.0
0.0258333333333329,0.0233333333333334,0.8858333333333337,0.0233333333333334,2016-03-07 02:00:00,3500.0,11.6,241.66,No Flooding,0.9583333333333336,9970.0,65.0,False,0.0,65.0,0.9583333333333336,0.9583333333333336,0.9583333333333336,0.0147435897435897,Minor Flooding,65.0
0.0266666666666666,0.0258333333333332,0.8883333333333336,0.0258333333333332,2016-03-07 03:00:00,3740.0,11.96,242.02,No Flooding,0.9666666666666666,9970.0,66.0,False,0.0,66.0,0.9666666666666666,0.9666666666666666,0.9666666666666666,0.0146464646464646,Minor Flooding,66.0
0.0358333333333333,0.0425000000000001,0.89,0.0425000000000001,2016-03-07 04:00:00,3720.0,11.92,241.98,No Flooding,1.0108333333333337,9970.0,67.0,False,0.0,67.0,1.0108333333333337,1.0108333333333337,1.0108333333333337,0.0150870646766169,Minor Flooding,67.0
0.0166666666666669,0.0166666666666666,0.89,0.0166666666666666,2016-03-07 05:00:00,3570.0,11.71,241.77,No Flooding,0.9400000000000002,9970.0,68.0,False,0.0,68.0,0.9400000000000002,0.9400000000000002,0.9400000000000002,0.0138235294117647,Minor Flooding,68.0
0.0424999999999998,0.0200000000000001,0.8950000000000001,0.0200000000000001,2016-03-07 06:00:00,3250.0,11.24,241.3,No Flooding,0.9775,9970.0,69.0,False,0.0,69.0,0.9775,0.9775,0.9775,0.0141666666666666,Minor Flooding,69.0
0.0166666666666669,0.0091666666666666,0.8958333333333334,0.0091666666666666,2016-03-07 07:00:00,2960.0,10.76,240.82,No Flooding,0.9308333333333334,9970.0,70.0,False,0.0,70.0,0.9308333333333334,0.9308333333333334,0.9308333333333334,0.013297619047619,Minor Flooding,70.0
0.0099999999999997,0.0066666666666665,0.8958333333333334,0.0066666666666665,2016-03-07 08:00:00,2720.0,10.32,240.38,No Flooding,0.919166666666666,9970.0,71.0,False,0.0,71.0,0.919166666666666,0.919166666666666,0.919166666666666,0.0129460093896713,Minor Flooding,71.0
0.0,0.0,0.8983333333333333,0.0,2016-03-07 09:00:00,2510.0,9.93,239.99,No Flooding,0.8983333333333333,9970.0,72.0,False,0.0,72.0,0.8983333333333333,0.8983333333333333,0.8983333333333333,0.0124768518518518,Minor Flooding,72.0
0.0025,0.0033333333333332,0.9025,0.0033333333333332,2016-03-07 10:00:00,2360.0,9.62,239.68,No Flooding,0.9116666666666664,9970.0,73.0,False,0.0,73.0,0.9116666666666664,0.9116666666666664,0.9116666666666664,0.0124885844748858,Minor Flooding,73.0
0.0066666666666665,0.0,0.9033333333333337,0.0,2016-03-07 11:00:00,2170.0,9.32,239.38,No Flooding,0.91,9970.0,74.0,False,0.0,74.0,0.91,0.91,0.91,0.0122972972972972,Minor Flooding,74.0
0.0,0.0066666666666668,0.9041666666666668,0.0066666666666668,2016-03-07 12:00:00,2040.0,9.1,239.16,No Flooding,0.9175000000000004,9970.0,75.0,False,0.0,75.0,0.9175000000000004,0.9175000000000004,0.9175000000000004,0.0122333333333333,Minor Flooding,75.0
0.0033333333333332,0.0,0.905,0.0,2016-03-07 13:00:00,1880.0,8.85,238.91,No Flooding,0.9083333333333332,9970.0,76.0,False,0.0,76.0,0.9083333333333332,0.9083333333333332,0.9083333333333332,0.0119517543859649,Minor Flooding,76.0
0.0033333333333338,0.0,0.905,0.0,2016-03-07 14:00:00,1800.0,8.71,238.77,No Flooding,0.908333333333334,9970.0,77.0,False,0.0,77.0,0.908333333333334,0.908333333333334,0.908333333333334,0.0117965367965368,Minor Flooding,77.0
0.0,0.0,0.905,0.0,2016-03-07 15:00:00,1690.0,8.51,238.57,No Flooding,0.905,9970.0,78.0,False,0.0,78.0,0.905,0.905,0.905,0.0116025641025641,Minor Flooding,78.0
0.0,0.0066666666666665,0.9066666666666672,0.0066666666666665,2016-03-07 16:00:00,1590.0,8.32,238.38,No Flooding,0.9200000000000002,9970.0,79.0,False,0.0,79.0,0.9200000000000002,0.9200000000000002,0.9200000000000002,0.0116455696202531,Minor Flooding,79.0
0.0,0.0,0.9066666666666672,0.0,2016-03-07 17:00:00,1500.0,8.15,238.21,No Flooding,0.9066666666666672,9970.0,80.0,False,0.0,80.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0113333333333333,Minor Flooding,80.0
0.0066666666666665,0.0033333333333335,0.9066666666666672,0.0033333333333335,2016-03-07 18:00:00,1430.0,8.01,238.07,No Flooding,0.9200000000000008,9970.0,81.0,False,0.0,81.0,0.9200000000000008,0.9200000000000008,0.9200000000000008,0.011358024691358,Minor Flooding,81.0
0.0,0.0,0.9066666666666672,0.0,2016-03-07 19:00:00,1350.0,7.85,237.91,No Flooding,0.9066666666666672,9970.0,82.0,False,0.0,82.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0110569105691056,Minor Flooding,82.0
0.0,0.0,0.9066666666666672,0.0,2016-03-07 20:00:00,1300.0,7.76,237.82,No Flooding,0.9066666666666672,9970.0,83.0,False,0.0,83.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0109236947791164,Minor Flooding,83.0
0.0,0.0,0.9066666666666672,0.0,2016-03-07 21:00:00,1240.0,7.63,237.69,No Flooding,0.9066666666666672,9970.0,84.0,False,0.0,84.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0107936507936508,Minor Flooding,84.0
0.0,0.0,0.9066666666666672,0.0,2016-03-07 22:00:00,1200.0,7.54,237.6,No Flooding,0.9066666666666672,9970.0,85.0,False,0.0,85.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0106666666666666,Minor Flooding,85.0
0.0,0.0,0.9066666666666672,0.0,2016-03-07 23:00:00,1140.0,7.42,237.48,No Flooding,0.9066666666666672,9970.0,86.0,False,0.0,86.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0105426356589147,Minor Flooding,86.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 00:00:00,1100.0,7.33,237.39,No Flooding,0.9066666666666672,9970.0,87.0,False,0.0,87.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0104214559386973,Minor Flooding,87.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 01:00:00,1060.0,7.24,237.3,No Flooding,0.9066666666666672,9970.0,88.0,False,0.0,88.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0103030303030303,Minor Flooding,88.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 02:00:00,1030.0,7.16,237.22,No Flooding,0.9066666666666672,9970.0,89.0,False,0.0,89.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.010187265917603,Minor Flooding,89.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 03:00:00,994.0,7.08,237.14,No Flooding,0.9066666666666672,9970.0,90.0,False,0.0,90.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.010074074074074,Minor Flooding,90.0
0.0,0.0033333333333335,0.9066666666666672,0.0033333333333335,2016-03-08 04:00:00,975.0,7.04,237.1,No Flooding,0.9133333333333342,9970.0,91.0,False,0.0,91.0,0.9133333333333342,0.9133333333333342,0.9133333333333342,0.01003663003663,Minor Flooding,91.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 05:00:00,932.0,6.95,237.01,No Flooding,0.9066666666666672,9970.0,92.0,False,0.0,92.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0098550724637681,Minor Flooding,92.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 06:00:00,914.0,6.9,236.96,No Flooding,0.9066666666666672,9970.0,93.0,False,0.0,93.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0097491039426523,Minor Flooding,93.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 07:00:00,895.0,6.86,236.92,No Flooding,0.9066666666666672,9970.0,94.0,False,0.0,94.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0096453900709219,Minor Flooding,94.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 08:00:00,862.0,6.78,236.84,No Flooding,0.9066666666666672,9970.0,95.0,False,0.0,95.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0095438596491228,Minor Flooding,95.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 09:00:00,844.0,6.74,236.8,No Flooding,0.9066666666666672,9970.0,96.0,False,0.0,96.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0094444444444444,Minor Flooding,96.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 10:00:00,815.0,6.67,236.73,No Flooding,0.9066666666666672,9970.0,97.0,False,0.0,97.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0093470790378006,Minor Flooding,97.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 11:00:00,798.0,6.63,236.69,No Flooding,0.9066666666666672,9970.0,98.0,False,0.0,98.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0092517006802721,Minor Flooding,98.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 12:00:00,780.0,6.59,236.65,No Flooding,0.9066666666666672,9970.0,99.0,False,0.0,99.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0091582491582491,Minor Flooding,99.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 13:00:00,761.0,6.54,236.6,No Flooding,0.9066666666666672,9970.0,100.0,False,0.0,100.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0090666666666666,Minor Flooding,100.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 14:00:00,740.0,6.5,236.56,No Flooding,0.9066666666666672,9970.0,101.0,False,0.0,101.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0089768976897689,Minor Flooding,101.0
0.0,0.0,0.9066666666666672,0.0,2016-03-08 15:00:00,720.0,6.46,236.52,No Flooding,0.9066666666666672,9970.0,102.0,False,0.0,102.0,0.9066666666666672,0.9066666666666672,0.9066666666666672,0.0088888888888888,Minor Flooding,102.0
